project,bug_id,classname,method_name,label
Math,38,org.apache.commons.math.optimization.direct.BOBYQAOptimizer,prelim,FN
Math,42,org.apache.commons.math.optimization.linear.SimplexTableau,getSolution,FN
Math,43,org.apache.commons.math.stat.descriptive.SummaryStatistics,addValue,FN
Math,44,org.apache.commons.math.ode.AbstractIntegrator,acceptStep,FN
Math,44,org.apache.commons.math.ode.AbstractIntegrator,compare,FN
Math,45,org.apache.commons.math.linear.OpenMapRealMatrix,OpenMapRealMatrix,FN
Math,46,org.apache.commons.math.complex.Complex,divide,FN
Math,47,org.apache.commons.math.complex.Complex,Complex,FN
Math,47,org.apache.commons.math.complex.Complex,divide,FN
Math,49,org.apache.commons.math.linear.OpenMapRealVector,ebeDivide,FN
Math,49,org.apache.commons.math.linear.OpenMapRealVector,ebeMultiply,FN
Math,5,org.apache.commons.math3.complex.Complex,reciprocal,FN
Math,53,org.apache.commons.math.complex.Complex,add,FN
Math,54,org.apache.commons.math.dfp.Dfp,toDouble,FN
Math,55,org.apache.commons.math.geometry.Vector3D,crossProduct,FN
Math,56,org.apache.commons.math.util.MultidimensionalCounter,getCounts,FN
Math,6,org.apache.commons.math3.optim.BaseOptimizer,BaseOptimizer,FN
Math,6,org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer,doOptimize,FN
Math,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,doOptimize,FN
Math,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizer,compare,FN
Math,60,org.apache.commons.math.distribution.NormalDistributionImpl,cumulativeProbability,FN
Math,61,org.apache.commons.math.distribution.PoissonDistributionImpl,PoissonDistributionImpl,FN
Math,65,org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer,getRMS,FN
Math,66,org.apache.commons.math.optimization.univariate.BrentOptimizer,BrentOptimizer,FN
Math,66,org.apache.commons.math.optimization.univariate.BrentOptimizer,doOptimize,FN
Math,67,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer,getFunctionValue,FN
Math,68,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,LevenbergMarquardtOptimizer,FN
Math,69,org.apache.commons.math.stat.correlation.PearsonsCorrelation,getCorrelationPValues,FN
Math,7,org.apache.commons.math3.ode.AbstractIntegrator,compare,FN
Math,70,org.apache.commons.math.analysis.solvers.BisectionSolver,solve,FN
Math,75,org.apache.commons.math.stat.Frequency,getPct,FN
Math,77,org.apache.commons.math.linear.ArrayRealVector,getLInfNorm,FN
Math,77,org.apache.commons.math.linear.OpenMapRealVector,getLInfNorm,FN
Math,79,org.apache.commons.math.util.MathUtils,distance,FN
Math,8,org.apache.commons.math3.distribution.DiscreteDistribution,sample,FN
Math,80,org.apache.commons.math.linear.EigenDecompositionImpl,flipIfWarranted,FN
Math,81,org.apache.commons.math.linear.EigenDecompositionImpl,computeGershgorinCircles,FN
Math,82,org.apache.commons.math.optimization.linear.SimplexSolver,getPivotRow,FN
Math,83,org.apache.commons.math.optimization.linear.SimplexTableau,getSolution,FN
Math,84,org.apache.commons.math.optimization.direct.MultiDirectional,iterateSimplex,FN
Math,86,org.apache.commons.math.linear.CholeskyDecompositionImpl,CholeskyDecompositionImpl,FN
Math,87,org.apache.commons.math.optimization.linear.SimplexTableau,getBasicRow,FN
Math,88,org.apache.commons.math.optimization.linear.SimplexTableau,getSolution,FN
Math,92,org.apache.commons.math.util.MathUtils,binomialCoefficientDouble,FN
Math,92,org.apache.commons.math.util.MathUtils,cosh,FN
Math,93,org.apache.commons.math.util.MathUtils,factorial,FN
Math,93,org.apache.commons.math.util.MathUtils,factorialDouble,FN
Math,93,org.apache.commons.math.util.MathUtils,factorialLog,FN
Math,95,org.apache.commons.math.distribution.FDistributionImpl,getInitialDomain,FN
Math,98,org.apache.commons.math.linear.RealMatrixImpl,operate,FN
Time,1,org.joda.time.Partial,Partial,FN
Time,1,org.joda.time.field.UnsupportedDurationField,compareTo,FN
Time,11,org.joda.time.tz.ZoneInfoCompiler,initialValue,FN
Time,12,org.joda.time.LocalDate,fromCalendarFields,FN
Time,12,org.joda.time.LocalDate,fromDateFields,FN
Time,12,org.joda.time.LocalDateTime,fromCalendarFields,FN
Time,12,org.joda.time.LocalDateTime,fromDateFields,FN
Time,13,org.joda.time.format.PeriodFormatterBuilder,calculatePrintedLength,FN
Time,13,org.joda.time.format.PeriodFormatterBuilder,printTo,FN
Time,16,org.joda.time.format.DateTimeFormatter,parseInto,FN
Time,17,org.joda.time.DateTimeZone,adjustOffset,FN
Time,19,org.joda.time.DateTimeZone,getOffsetFromLocal,FN
Time,2,org.joda.time.Partial,with,FN
Time,2,org.joda.time.field.UnsupportedDurationField,compareTo,FN
Time,20,org.joda.time.format.DateTimeFormatterBuilder,parseInto,FN
Time,23,org.joda.time.DateTimeZone,getConvertedId,FN
Time,24,org.joda.time.format.DateTimeParserBucket,computeMillis,FN
Time,25,org.joda.time.DateTimeZone,getOffsetFromLocal,FN
Time,26,org.joda.time.chrono.ZonedChronology,add,FN
Time,26,org.joda.time.chrono.ZonedChronology,getDifference,FN
Time,26,org.joda.time.chrono.ZonedChronology,roundCeiling,FN
Time,26,org.joda.time.chrono.ZonedChronology,roundFloor,FN
Time,26,org.joda.time.chrono.ZonedChronology,set,FN
Time,26,org.joda.time.field.LenientDateTimeField,set,FN
Time,3,org.joda.time.MutableDateTime,add,FN
Time,3,org.joda.time.MutableDateTime,addDays,FN
Time,3,org.joda.time.MutableDateTime,addHours,FN
Time,3,org.joda.time.MutableDateTime,addMillis,FN
Time,3,org.joda.time.MutableDateTime,addMinutes,FN
Time,3,org.joda.time.MutableDateTime,addMonths,FN
Time,3,org.joda.time.MutableDateTime,addSeconds,FN
Time,3,org.joda.time.MutableDateTime,addWeeks,FN
Time,3,org.joda.time.MutableDateTime,addWeekyears,FN
Time,3,org.joda.time.MutableDateTime,addYears,FN
Time,4,org.joda.time.Partial,with,FN
Time,6,org.joda.time.chrono.GJChronology,add,FN
Time,7,org.joda.time.format.DateTimeFormatter,parseInto,FN
Time,9,org.joda.time.DateTimeZone,forOffsetMillis,FN
